261.5,1.098612289,0.577350269
265.6,1.945910149,0.377964473
269.7,3.80666249,0.149071198
273.8,4.262679877,0.118678166
277.9,4.343805422,0.113960576
282,4.234106505,0.120385853
286.1,4.33073334,0.114707867
290.2,4.143134726,0.125988158
294.3,4.430816799,0.109108945
298.4,4.317488114,0.115470054
302.5,4.317488114,0.115470054
306.6,4.521788577,0.104257207
310.7,4.477336814,0.106600358
314.8,4.532599493,0.103695169
318.9,4.521788577,0.104257207
323,4.304065093,0.116247639
327.1,4.343805422,0.113960576
331.2,4.442651256,0.108465229
335.3,4.442651256,0.108465229
339.4,4.465908119,0.107211253
343.5,4.430816799,0.109108945
347.6,4.33073334,0.114707867
351.7,4.48863637,0.105999788
355.8,4.189654742,0.123091491
359.9,4.17438727,0.124034735
364,4.406719247,0.110431526
368.1,4.304065093,0.116247639
372.2,4.234106505,0.120385853
376.3,4.276666119,0.11785113
380.4,4.454347296,0.107832773
384.5,4.110873864,0.12803688
388.6,4.343805422,0.113960576
392.7,4.442651256,0.108465229
396.8,4.158883083,0.125
400.9,4.189654742,0.123091491
405,4.33073334,0.114707867
409.1,4.094344562,0.129099445
413.2,4.356708827,0.113227703
417.3,4.317488114,0.115470054
421.4,4.317488114,0.115470054
425.5,4.317488114,0.115470054
429.6,4.290459441,0.117041147
433.7,4.406719247,0.110431526
437.8,4.204692619,0.122169444
441.9,4.276666119,0.11785113
446,4.234106505,0.120385853
450.1,4.189654742,0.123091491
454.2,4.532599493,0.103695169
458.3,4.219507705,0.121267813
462.4,4.234106505,0.120385853
466.5,4.060443011,0.131306433
470.6,4.219507705,0.121267813
474.7,4.465908119,0.107211253
478.8,4.454347296,0.107832773
482.9,4.290459441,0.117041147
487,4.094344562,0.129099445
491.1,4.007333185,0.134839972
495.2,4.262679877,0.118678166
499.3,4.276666119,0.11785113
503.4,4.33073334,0.114707867
507.5,4.304065093,0.116247639
511.6,4.356708827,0.113227703
515.7,4.110873864,0.12803688
519.8,4.189654742,0.123091491
523.9,4.33073334,0.114707867
528,4.158883083,0.125
532.1,4.33073334,0.114707867
536.2,4.394449155,0.111111111
540.3,4.234106505,0.120385853
544.4,4.290459441,0.117041147
548.5,4.094344562,0.129099445
552.6,4.143134726,0.125988158
556.7,4.33073334,0.114707867
560.8,4.290459441,0.117041147
564.9,4.043051268,0.132453236
569,4.442651256,0.108465229
573.1,4.33073334,0.114707867
577.2,4.158883083,0.125
581.3,4.110873864,0.12803688
585.4,4.276666119,0.11785113
589.5,4.234106505,0.120385853
593.6,4.290459441,0.117041147
597.7,4.406719247,0.110431526
601.8,4.077537444,0.130188911
605.9,4.343805422,0.113960576
610,4.290459441,0.117041147
614.1,4.248495242,0.119522861
618.2,4.343805422,0.113960576
622.3,4.158883083,0.125
626.4,4.143134726,0.125988158
630.5,4.127134385,0.127000127
634.6,4.077537444,0.130188911
638.7,3.931825633,0.140028008
642.8,4.110873864,0.12803688
646.9,4.219507705,0.121267813
651,4.248495242,0.119522861
655.1,4.343805422,0.113960576
659.2,4.343805422,0.113960576
663.3,4.025351691,0.133630621
667.4,4.094344562,0.129099445
671.5,4.317488114,0.115470054
675.6,4.143134726,0.125988158
679.7,4.143134726,0.125988158
683.8,4.290459441,0.117041147
687.9,4.158883083,0.125
692,4.356708827,0.113227703
696.1,4.060443011,0.131306433
700.2,4.043051268,0.132453236
704.3,4.143134726,0.125988158
708.4,4.262679877,0.118678166
712.5,4.158883083,0.125
716.6,4.158883083,0.125
720.7,4.317488114,0.115470054
724.8,4.043051268,0.132453236
728.9,4.17438727,0.124034735
733,4.077537444,0.130188911
737.1,4.094344562,0.129099445
741.2,4.110873864,0.12803688
745.3,4.007333185,0.134839972
749.4,4.043051268,0.132453236
753.5,3.951243719,0.138675049
757.6,4.007333185,0.134839972
761.7,3.970291914,0.137360564
765.8,4.060443011,0.131306433
769.9,4.060443011,0.131306433
774,4.127134385,0.127000127
778.1,4.276666119,0.11785113
782.2,4.127134385,0.127000127
786.3,4.262679877,0.118678166
790.4,4.356708827,0.113227703
794.5,4.17438727,0.124034735
798.6,4.077537444,0.130188911
802.7,4.110873864,0.12803688
806.8,3.850147602,0.145864991
810.9,3.891820298,0.142857143
815,4.17438727,0.124034735
819.1,3.970291914,0.137360564
823.2,4.143134726,0.125988158
827.3,4.077537444,0.130188911
831.4,4.219507705,0.121267813
835.5,4.204692619,0.122169444
839.6,4.060443011,0.131306433
843.7,4.110873864,0.12803688
847.8,4.276666119,0.11785113
851.9,4.234106505,0.120385853
856,4.189654742,0.123091491
860.1,4.025351691,0.133630621
864.2,4.304065093,0.116247639
868.3,4.158883083,0.125
872.4,3.970291914,0.137360564
876.5,4.094344562,0.129099445
880.6,3.970291914,0.137360564
884.7,4.158883083,0.125
888.8,3.951243719,0.138675049
892.9,4.304065093,0.116247639
897,4.143134726,0.125988158
901.1,3.912023005,0.141421356
905.2,4.276666119,0.11785113
909.3,3.988984047,0.136082763
913.4,4.17438727,0.124034735
917.5,4.007333185,0.134839972
921.6,4.204692619,0.122169444
925.7,4.110873864,0.12803688
929.8,4.262679877,0.118678166
933.9,4.158883083,0.125
938,4.060443011,0.131306433
942.1,4.17438727,0.124034735
946.2,4.234106505,0.120385853
950.3,4.060443011,0.131306433
954.4,3.951243719,0.138675049
958.5,4.158883083,0.125
962.6,3.871201011,0.144337567
966.7,4.094344562,0.129099445
970.8,4.110873864,0.12803688
974.9,3.931825633,0.140028008
979,4.043051268,0.132453236
983.1,4.143134726,0.125988158
987.2,3.970291914,0.137360564
991.3,3.583518938,0.166666667
995.4,3.951243719,0.138675049
999.5,4.043051268,0.132453236
1003.6,3.931825633,0.140028008
1007.7,3.988984047,0.136082763
1011.8,4.204692619,0.122169444
1015.9,4.17438727,0.124034735
1020,4.077537444,0.130188911
1024.1,4.290459441,0.117041147
1028.2,4.158883083,0.125
1032.3,4.094344562,0.129099445
1036.4,4.127134385,0.127000127
1040.5,4.060443011,0.131306433
1044.6,4.043051268,0.132453236
1048.7,3.828641396,0.147441956
1052.8,4.025351691,0.133630621
1056.9,3.951243719,0.138675049
1061,3.912023005,0.141421356
1065.1,4.110873864,0.12803688
